seed,method,f1,precision,recall,specificity,ba,mcc,auc,prauc,tn,fp,fn,tp
86005,fixed125,0.7457627118644068,0.676923076923077,0.8301886792452831,0.8018867924528302,0.8160377358490567,0.6060929044609997,0.8992524029903881,0.8464958704057051,85,21,9,44
86005,weighted_all_sub150,0.7192982456140351,0.6721311475409836,0.7735849056603774,0.8113207547169812,0.7924528301886793,0.5670204682742536,0.8948024207903169,0.8302805572809113,86,20,12,41
86005,rs_pool250_sub125,0.7130434782608696,0.6612903225806451,0.7735849056603774,0.8018867924528302,0.7877358490566038,0.5562027416841815,0.878248487006052,0.8085321063463689,85,21,12,41
86005,avg_fixed_weighted,0.711864406779661,0.6461538461538462,0.7924528301886793,0.7830188679245284,0.7877358490566038,0.5518159279421042,0.8960484158063368,0.8359548649574632,83,23,11,42
86005,avg_fixed_rs,0.7413793103448276,0.6825396825396826,0.8113207547169812,0.8113207547169812,0.8113207547169812,0.600099198148979,0.8942684229263083,0.8348862157528537,86,20,10,43
86005,avg_three,0.7304347826086957,0.6774193548387096,0.7924528301886793,0.8113207547169812,0.8018867924528302,0.5835569748817642,0.8948024207903169,0.8355642143048522,86,20,11,42
86006,fixed125,0.7321428571428571,0.6949152542372882,0.7735849056603774,0.8301886792452831,0.8018867924528302,0.589167755454927,0.8914204343182628,0.8197167656488309,88,18,12,41
86006,weighted_all_sub150,0.7387387387387387,0.7068965517241379,0.7735849056603774,0.839622641509434,0.8066037735849056,0.6005147444880591,0.8939124243503026,0.8263578544128064,89,17,12,41
86006,rs_pool250_sub125,0.7339449541284404,0.7142857142857143,0.7547169811320755,0.8490566037735849,0.8018867924528302,0.595871138179087,0.8837664649341402,0.8074121879298042,90,16,13,40
86006,avg_fixed_weighted,0.7256637168141593,0.6833333333333333,0.7735849056603774,0.8207547169811321,0.7971698113207548,0.5780059766913392,0.8942684229263083,0.8239637318805229,87,19,12,41
86006,avg_fixed_rs,0.7592592592592593,0.7454545454545455,0.7735849056603774,0.8679245283018868,0.8207547169811321,0.635763953205751,0.8917764328942684,0.8147810866749832,92,14,12,41
86006,avg_three,0.7522935779816514,0.7321428571428571,0.7735849056603774,0.8584905660377359,0.8160377358490567,0.6238025977812317,0.8924884300462799,0.8147506204957181,91,15,12,41
86007,fixed125,0.7321428571428571,0.6949152542372882,0.7735849056603774,0.8301886792452831,0.8018867924528302,0.589167755454927,0.895870416518334,0.8269046791715405,88,18,12,41
86007,weighted_all_sub150,0.7652173913043478,0.7096774193548387,0.8301886792452831,0.8301886792452831,0.8301886792452831,0.6382654412769296,0.8983624065503738,0.8179566487577251,88,18,9,44
86007,rs_pool250_sub125,0.7433628318584071,0.7,0.7924528301886793,0.8301886792452831,0.8113207547169812,0.6055300708194983,0.8949804200783197,0.8293710989688852,88,18,11,42
86007,avg_fixed_weighted,0.7567567567567568,0.7241379310344828,0.7924528301886793,0.8490566037735849,0.8207547169811321,0.6282308096182772,0.8983624065503738,0.8220317802284688,90,16,11,42
86007,avg_fixed_rs,0.7567567567567568,0.7241379310344828,0.7924528301886793,0.8490566037735849,0.8207547169811321,0.6282308096182772,0.8999644001423994,0.8331556126612859,90,16,11,42
86007,avg_three,0.7706422018348624,0.75,0.7924528301886793,0.8679245283018868,0.8301886792452831,0.6517340573833763,0.9022783908864364,0.8327741958585598,92,14,11,42
86008,fixed125,0.782608695652174,0.7258064516129032,0.8490566037735849,0.839622641509434,0.8443396226415094,0.6656196744745123,0.907440370238519,0.8223908970086665,89,17,8,45
86008,weighted_all_sub150,0.7304347826086957,0.6774193548387096,0.7924528301886793,0.8113207547169812,0.8018867924528302,0.5835569748817642,0.902634389462442,0.8148785364264493,86,20,11,42
86008,rs_pool250_sub125,0.7758620689655172,0.7142857142857143,0.8490566037735849,0.8301886792452831,0.839622641509434,0.6546536707079772,0.9047703809184764,0.8094477871745819,88,18,8,45
86008,avg_fixed_weighted,0.7478260869565218,0.6935483870967742,0.8113207547169812,0.8207547169811321,0.8160377358490567,0.610911208079347,0.907618369526522,0.819951361480991,87,19,10,43
86008,avg_fixed_rs,0.7678571428571429,0.7288135593220338,0.8113207547169812,0.8490566037735849,0.8301886792452831,0.6444022325288263,0.9093983624065504,0.8220189976687509,90,16,10,43
86008,avg_three,0.7610619469026548,0.7166666666666667,0.8113207547169812,0.839622641509434,0.8254716981132075,0.6330541649476573,0.9090423638305448,0.8194732406177436,89,17,10,43
86001,fixed125,0.7272727272727273,0.7017543859649122,0.7547169811320755,0.839622641509434,0.7971698113207548,0.5842356282783902,0.8912424350302599,0.8044826365983766,89,17,13,40
