threshold,f1_mean,f1_std,f1_min,f1_max,precision_mean,recall_mean,specificity_mean,ba_mean,mcc_mean,auc_mean,prauc_mean
0.495,0.7520214927156437,0.03499691588644215,0.6782608695652174,0.7962962962962963,0.6991379559008172,0.8148584905660378,0.8237028301886793,0.8192806603773586,0.6180977446574198,0.895748042007832,0.8234782505455777
0.5,0.7564689554501497,0.04216876264821737,0.672566371681416,0.8141592920353983,0.7194136562164227,0.7983490566037736,0.84375,0.8210495283018868,0.6272656275602344,0.895748042007832,0.8234782505455777
