seed,method,f1,precision,recall,specificity,ba,mcc,auc,prauc,tn,fp,fn,tp
85013,fixed125,0.6851851851851852,0.6727272727272727,0.6981132075471698,0.8301886792452831,0.7641509433962264,0.5235703144047361,0.8679245283018868,0.807311004665591,88,18,16,37
85013,weighted_all_sub150,0.6727272727272727,0.6491228070175439,0.6981132075471698,0.8113207547169812,0.7547169811320755,0.5007733956671916,0.8602705589177643,0.7905595142044878,86,20,16,37
85013,rs_pool250_sub125,0.7454545454545455,0.7192982456140351,0.7735849056603774,0.8490566037735849,0.8113207547169812,0.612056372482123,0.8816304734781062,0.8160972243951182,90,16,12,41
85013,avg_fixed_weighted,0.6788990825688074,0.6607142857142857,0.6981132075471698,0.8207547169811321,0.7594339622641509,0.5120767593726528,0.8645425418298327,0.798249360326645,87,19,16,37
85013,avg_fixed_rs,0.7155963302752294,0.6964285714285714,0.7358490566037735,0.839622641509434,0.7877358490566038,0.5679396785769423,0.8748665005339978,0.8125705092379745,89,17,14,39
85013,avg_three,0.7037037037037037,0.6909090909090909,0.7169811320754716,0.839622641509434,0.7783018867924528,0.5516187241049898,0.8693485226059096,0.8023771021335373,89,17,15,38
85014,fixed125,0.7692307692307693,0.703125,0.8490566037735849,0.8207547169811321,0.8349056603773586,0.6438601719726353,0.9021003915984336,0.8430893433532367,87,19,8,45
85014,weighted_all_sub150,0.7927927927927928,0.7586206896551724,0.8301886792452831,0.8679245283018868,0.8490566037735849,0.6836629398787134,0.9069063723745104,0.8451420145319132,92,14,9,44
85014,rs_pool250_sub125,0.7433628318584071,0.7,0.7924528301886793,0.8301886792452831,0.8113207547169812,0.6055300708194983,0.8910644357422569,0.8283576263466588,88,18,11,42
85014,avg_fixed_weighted,0.7964601769911505,0.75,0.8490566037735849,0.8584905660377359,0.8537735849056605,0.6881023532039754,0.9047703809184764,0.8450160992061355,91,15,8,45
85014,avg_fixed_rs,0.7692307692307693,0.703125,0.8490566037735849,0.8207547169811321,0.8349056603773586,0.6438601719726353,0.9015663937344252,0.8442139907530227,87,19,8,45
85014,avg_three,0.7964601769911505,0.75,0.8490566037735849,0.8584905660377359,0.8537735849056605,0.6881023532039754,0.904058383766465,0.8469638851484231,91,15,8,45
85015,fixed125,0.8245614035087719,0.7704918032786885,0.8867924528301887,0.8679245283018868,0.8773584905660378,0.7316393139022627,0.9300462798148807,0.8901341941950023,92,14,6,47
85015,weighted_all_sub150,0.8141592920353983,0.7666666666666667,0.8679245283018868,0.8679245283018868,0.8679245283018868,0.7156264473321343,0.9264862940548236,0.8730338450504834,92,14,7,46
85015,rs_pool250_sub125,0.8035714285714286,0.7627118644067796,0.8490566037735849,0.8679245283018868,0.8584905660377359,0.6996367096027257,0.9165183339266644,0.8633841721490934,92,14,8,45
85015,avg_fixed_weighted,0.8245614035087719,0.7704918032786885,0.8867924528301887,0.8679245283018868,0.8773584905660378,0.7316393139022627,0.9295122819508722,0.8829592136777275,92,14,6,47
85015,avg_fixed_rs,0.831858407079646,0.7833333333333333,0.8867924528301887,0.8773584905660378,0.8820754716981132,0.7431505414602934,0.9268422926308294,0.8793489221717599,93,13,6,47
85015,avg_three,0.831858407079646,0.7833333333333333,0.8867924528301887,0.8773584905660378,0.8820754716981132,0.7431505414602934,0.9279102883588466,0.8791229673015886,93,13,6,47
85016,fixed125,0.7610619469026548,0.7166666666666667,0.8113207547169812,0.839622641509434,0.8254716981132075,0.6330541649476573,0.9053043787824848,0.8068264192548683,89,17,10,43
85016,weighted_all_sub150,0.7543859649122807,0.7049180327868853,0.8113207547169812,0.8301886792452831,0.8207547169811321,0.6218934168169232,0.9054823780704876,0.8159939898390958,88,18,10,43
85016,rs_pool250_sub125,0.7368421052631579,0.6885245901639344,0.7924528301886793,0.8207547169811321,0.8066037735849056,0.5944569425455885,0.8923104307582769,0.8022228651722338,87,19,11,42
85016,avg_fixed_weighted,0.7543859649122807,0.7049180327868853,0.8113207547169812,0.8301886792452831,0.8207547169811321,0.6218934168169232,0.9061943752224992,0.8134728269139533,88,18,10,43
85016,avg_fixed_rs,0.7543859649122807,0.7049180327868853,0.8113207547169812,0.8301886792452831,0.8207547169811321,0.6218934168169232,0.9021003915984336,0.8063139415892915,88,18,10,43
85016,avg_three,0.75,0.711864406779661,0.7924528301886793,0.839622641509434,0.8160377358490567,0.6167849939918766,0.9035243859024564,0.811637110789376,89,17,11,42
85009,fixed125,0.7387387387387387,0.7068965517241379,0.7735849056603774,0.839622641509434,0.8066037735849056,0.6005147444880591,0.8859024563901745,0.7986116734689315,89,17,12,41
