seed,method,f1,precision,recall,specificity,ba,mcc,auc,prauc,tn,fp,fn,tp
86014,avg_fixed_rs,0.7787610619469026,0.7333333333333333,0.8301886792452831,0.8490566037735849,0.839622641509434,0.6605782590758164,0.9184763260946958,0.8510936335718882,90,16,9,44
86014,avg_three,0.7927927927927928,0.7586206896551724,0.8301886792452831,0.8679245283018868,0.8490566037735849,0.6836629398787134,0.9213243147027412,0.8531732908226154,92,14,9,44
86015,fixed125,0.7706422018348624,0.75,0.7924528301886793,0.8679245283018868,0.8301886792452831,0.6517340573833763,0.930936276254895,0.8840516802975065,92,14,11,42
86015,weighted_all_sub150,0.8037383177570093,0.7962962962962963,0.8113207547169812,0.8962264150943396,0.8537735849056605,0.7042952122737638,0.9323602705589178,0.8824320256683041,95,11,10,43
86015,rs_pool250_sub125,0.8073394495412844,0.7857142857142857,0.8301886792452831,0.8867924528301887,0.8584905660377359,0.7075969765876657,0.913314346742613,0.8659670504560476,94,12,9,44
86015,avg_fixed_weighted,0.8037383177570093,0.7962962962962963,0.8113207547169812,0.8962264150943396,0.8537735849056605,0.7042952122737638,0.9336062655749378,0.8869604309147757,95,11,10,43
86015,avg_fixed_rs,0.7889908256880734,0.7678571428571429,0.8113207547169812,0.8773584905660378,0.8443396226415094,0.679665516985521,0.9277322890708436,0.8844642377620731,93,13,10,43
86015,avg_three,0.8073394495412844,0.7857142857142857,0.8301886792452831,0.8867924528301887,0.8584905660377359,0.7075969765876657,0.9305802776788892,0.8848701972486691,94,12,9,44
86016,fixed125,0.7256637168141593,0.6833333333333333,0.7735849056603774,0.8207547169811321,0.7971698113207548,0.5780059766913392,0.8595585617657531,0.751969541087525,87,19,12,41
86016,weighted_all_sub150,0.7636363636363637,0.7368421052631579,0.7924528301886793,0.8584905660377359,0.8254716981132075,0.6398771166858559,0.8843004627981488,0.7854302209777526,91,15,11,42
86016,rs_pool250_sub125,0.7142857142857143,0.6779661016949152,0.7547169811320755,0.8207547169811321,0.7877358490566038,0.5615505169179772,0.8819864720541118,0.7868239228256781,87,19,13,40
86016,avg_fixed_weighted,0.7272727272727273,0.7017543859649122,0.7547169811320755,0.839622641509434,0.7971698113207548,0.5842356282783902,0.8720185119259523,0.7721101502849039,89,17,13,40
86016,avg_fixed_rs,0.7321428571428571,0.6949152542372882,0.7735849056603774,0.8301886792452831,0.8018867924528302,0.589167755454927,0.8725525097899609,0.7722710464690439,88,18,12,41
86016,avg_three,0.7387387387387387,0.7068965517241379,0.7735849056603774,0.839622641509434,0.8066037735849056,0.6005147444880591,0.8778924884300462,0.7758590429786927,89,17,12,41
86009,fixed125,0.7777777777777778,0.7636363636363637,0.7924528301886793,0.8773584905660378,0.8349056603773586,0.6638123629060046,0.906372374510502,0.8483576398170625,93,13,11,42
86009,weighted_all_sub150,0.8073394495412844,0.7857142857142857,0.8301886792452831,0.8867924528301887,0.8584905660377359,0.7075969765876657,0.9131363474546104,0.8578354940666313,94,12,9,44
86009,rs_pool250_sub125,0.7636363636363637,0.7368421052631579,0.7924528301886793,0.8584905660377359,0.8254716981132075,0.6398771166858559,0.9035243859024564,0.8534379861423691,91,15,11,42
86009,avg_fixed_weighted,0.7889908256880734,0.7678571428571429,0.8113207547169812,0.8773584905660378,0.8443396226415094,0.679665516985521,0.9115343538625844,0.8538816197288505,93,13,10,43
86009,avg_fixed_rs,0.7592592592592593,0.7454545454545455,0.7735849056603774,0.8679245283018868,0.8207547169811321,0.635763953205751,0.912246351014596,0.8599217931775691,92,14,12,41
86009,avg_three,0.7962962962962963,0.7818181818181819,0.8113207547169812,0.8867924528301887,0.8490566037735849,0.6918607726062583,0.9142043431826272,0.8624959746419936,94,12,10,43
86010,fixed125,0.7766990291262136,0.8,0.7547169811320755,0.9056603773584906,0.8301886792452831,0.6704783996548059,0.8992524029903881,0.8492290743435862,96,10,13,40
86010,weighted_all_sub150,0.780952380952381,0.7884615384615384,0.7735849056603774,0.8962264150943396,0.8349056603773586,0.6730538149468599,0.8940904236383055,0.8337908972764678,95,11,12,41
86010,rs_pool250_sub125,0.7572815533980582,0.78,0.7358490566037735,0.8962264150943396,0.8160377358490566,0.6417436110981714,0.880562477750089,0.81495855902166,95,11,14,39
86010,avg_fixed_weighted,0.7843137254901961,0.8163265306122449,0.7547169811320755,0.9150943396226416,0.8349056603773586,0.6838312890698598,0.8980064079743681,0.8426389191613236,97,9,13,40
86010,avg_fixed_rs,0.7735849056603774,0.7735849056603774,0.7735849056603774,0.8867924528301887,0.8301886792452831,0.660377358490566,0.8942684229263084,0.8384062317085736,94,12,12,41
86010,avg_three,0.7766990291262136,0.8,0.7547169811320755,0.9056603773584906,0.8301886792452831,0.6704783996548059,0.8953364186543254,0.8360840321247641,96,10,13,40
86011,fixed125,0.8135593220338984,0.7384615384615385,0.9056603773584906,0.839622641509434,0.8726415094339623,0.7146468574987908,0.9074403702385192,0.8349955485567915,89,17,5,48
86011,weighted_all_sub150,0.7863247863247863,0.71875,0.8679245283018868,0.8301886792452831,0.8490566037735849,0.6710655313517607,0.9061943752224992,0.8211536451197,88,18,7,46
86011,rs_pool250_sub125,0.7454545454545455,0.7192982456140351,0.7735849056603774,0.8490566037735849,0.8113207547169812,0.612056372482123,0.8876824492702029,0.7774674060391378,90,16,12,41
86011,avg_fixed_weighted,0.7863247863247863,0.71875,0.8679245283018868,0.8301886792452831,0.8490566037735849,0.6710655313517607,0.9077963688145247,0.8320518684276577,88,18,7,46
86011,avg_fixed_rs,0.7894736842105263,0.7377049180327869,0.8490566037735849,0.8490566037735849,0.8490566037735849,0.676766365359593,0.9056603773584906,0.824535093119494,90,16,8,45
86011,avg_three,0.8,0.7419354838709677,0.8679245283018868,0.8490566037735849,0.8584905660377359,0.692973907672095,0.9049483802064792,0.8199775555081384,90,16,7,46
86012,fixed125,0.7706422018348624,0.75,0.7924528301886793,0.8679245283018868,0.8301886792452831,0.6517340573833763,0.8768244927020292,0.7990084950511148,92,14,11,42
86012,weighted_all_sub150,0.7407407407407407,0.7272727272727273,0.7547169811320755,0.8584905660377359,0.8066037735849056,0.6077155435054972,0.8894624421502315,0.8161278224891944,91,15,13,40
86012,rs_pool250_sub125,0.7663551401869159,0.7592592592592593,0.7735849056603774,0.8773584905660378,0.8254716981132075,0.6479515952918626,0.8866144535421858,0.8152865315917748,93,13,12,41
86012,avg_fixed_weighted,0.7706422018348624,0.75,0.7924528301886793,0.8679245283018868,0.8301886792452831,0.6517340573833763,0.8830544677821289,0.8067757186790863,92,14,11,42
86012,avg_fixed_rs,0.7592592592592593,0.7454545454545455,0.7735849056603774,0.8679245283018868,0.8207547169811321,0.635763953205751,0.8835884656461375,0.8052844732380781,92,14,12,41
86012,avg_three,0.7663551401869159,0.7592592592592593,0.7735849056603774,0.8773584905660378,0.8254716981132075,0.6479515952918626,0.887682449270203,0.8137100960563817,93,13,12,41
