method,n_seeds,f1_mean,f1_std,f1_min,f1_max,roc_auc_mean,pr_auc_mean
known_unknown_w05,32,0.7772585772699905,0.019097160102080814,0.7433628318584071,0.8108108108108109,0.9034131363474546,0.8364669461708141
known_unknown_w20,32,0.7764791635072057,0.019302757575914365,0.7272727272727273,0.8148148148148148,0.9021059540761838,0.8353389720907396
known_diverse,32,0.776295389864171,0.021567303065352393,0.7339449541284404,0.8073394495412844,0.9031795122819509,0.8357442135554446
